"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"1807","In memory of Landry Kate Robinson of Abilene.","2017-05-02 09:47:14","2017-06-05 10:28:38","TXB00057302","lower","tx","85","resolution","HR 1850"
"1808","In memory of Robert Michael ""Mike"" Jelinek of Beaumont.","2017-05-02 09:48:14","2017-06-05 10:28:37","TXB00057308","lower","tx","85","resolution","HR 1853"
"1809","Commemorating the 132nd anniversary of the founding of Central High School in Galveston.","2017-05-02 09:48:30","2017-06-05 10:28:11","TXB00057310","lower","tx","85","resolution","HR 1845"
"1810","Congratulating Stephen Foster Hill, head football coach at St. Pius X High School in Houston, on his accomplishments.","2017-05-02 09:48:33","2017-06-05 10:28:18","TXB00057311","lower","tx","85","resolution","HR 1843"
"1811","In memory of former state representative Gary Thompson.","2017-05-02 09:48:37","2017-06-05 10:27:53","TXB00057312","lower","tx","85","resolution","HR 1849"
"1812","In memory of Mildred Ruth Van Fleet Barton of Hondo.","2017-05-02 09:49:06","2017-06-05 10:28:49","TXB00057315","lower","tx","85","resolution","HR 1840"
"1813","Congratulating the Kilgore High School boys' soccer team on winning the 2016-2017 UIL 4A state championship.","2017-05-03 09:24:36","2017-06-05 10:28:46","TXB00057323","lower","tx","85","resolution","HR 1856"
"1814","Congratulating the Tuloso-Midway High School spelling and vocabulary team on its participation in the 2017 UIL District 30-5A Academics Spring Meet.","2017-05-03 09:24:41","2017-06-05 10:28:45","TXB00057324","lower","tx","85","resolution","HR 1867"
"1815","Congratulating Weldon Burgoon of Weldon's Saddle Shop and Western Wear in Denton on his retirement after 60 years in business.","2017-05-03 09:24:42","2017-06-05 10:28:08","TXB00057325","lower","tx","85","resolution","HR 1864"
"1816","Congratulating Thomas and Suzanne Fraser of Baytown on their 50th wedding anniversary.","2017-05-03 09:24:46","2017-06-05 10:28:02","TXB00057327","lower","tx","85","resolution","HR 1861"
"1817","In memory of Henderson County Justice of the Peace Tommy Barnett.","2017-05-03 09:24:56","2017-06-05 10:28:50","TXB00057340","lower","tx","85","resolution","HR 1858"
"1818","In memory of Hattie Marshall of Houston.","2017-05-03 09:25:00","2017-06-05 10:28:01","TXB00057344","lower","tx","85","resolution","HR 1873"
"1819","Congratulating the Tuloso-Midway High School journalism team on its participation in the 2017 UIL Region 4-5A Academics Spring Meet.","2017-05-03 09:25:02","2017-06-05 10:28:24","TXB00057348","lower","tx","85","resolution","HR 1866"
"1820","In memory of Dorothy Louise Midkiff of Waxahachie.","2017-05-03 09:25:02","2017-06-05 10:27:56","TXB00057350","lower","tx","85","resolution","HR 1857"
"1821","Congratulating the Tuloso-Midway High School theater arts group on winning first place in the UIL One-Act Play district competition.","2017-05-03 09:25:04","2017-06-05 10:28:19","TXB00057352","lower","tx","85","resolution","HR 1865"
"1822","Congratulating the Tuloso-Midway High School accounting team on its participation in the 2017 UIL District 30-5A Academics Spring Meet.","2017-05-03 09:25:05","2017-06-05 10:28:36","TXB00057353","lower","tx","85","resolution","HR 1868"
"1823","Congratulating Kelsey Pierce of Tuloso-Midway High School on her participation in the 2017 UIL Region 4-5A Academics Spring Meet.","2017-05-03 09:25:15","2017-06-05 10:28:36","TXB00057362","lower","tx","85","resolution","HR 1870"
"1824","Congratulating Carol Lala on her retirement from the Goliad Independent School District.","2017-05-06 09:47:58","2017-06-05 10:27:52","TXB00057448","lower","tx","85","resolution","HR 1953"
"1825","Commending the ongoing efforts in the Texas Hill Country to reduce escaped light.","2017-05-17 10:14:53","2017-06-05 10:28:35","TXB00057715","lower","tx","85","resolution","HR 2185"
"1826","Urging Congress to amend the Controlled Substances Act to exclude cannabidiol and cannabidiol-rich plants from the definition of ""marijuana.""","2017-05-17 10:14:58","2017-06-05 10:28:47","TXB00057722","lower","tx","85","resolution","HR 2217"
"1827","Relating to creating a voluntary program to recognize licensed before-school and after-school programs that promote healthy eating and physical activity.","2016-12-28 00:23:54","2017-06-16 10:12:14","TXB00048404","lower","tx","85","bill","HB 168"
"1828","Relating to the security of the electric grid.","2017-01-03 05:51:35","2017-06-05 10:28:51","TXB00049016","lower","tx","85","bill","HB 787"
"1829","Relating to the assignment of a public school student to an uncertified teacher.","2017-01-18 03:03:23","2017-06-16 10:11:48","TXB00049416","lower","tx","85","bill","HB 972"
"1830","Relating to deferred payment of ad valorem taxes for certain persons serving in the United States armed forces.","2017-02-08 06:08:41","2017-06-05 10:27:56","TXB00050747","lower","tx","85","bill","HB 1632"
"1831","Relating to notice by a property owner to a mortgage servicer that the owner intends to enter into a contract with a property tax lender.","2017-03-04 07:16:44","2017-06-16 10:12:13","TXB00052964","lower","tx","85","bill","HB 2832"
"1832","Relating to the administration of gasoline and diesel fuel motor fuels taxes and the fee on the delivery of certain petroleum products.","2017-03-07 07:40:12","2017-06-05 10:28:25","TXB00053379","lower","tx","85","bill","HB 2925"
"1833","Relating to the transference of certain territory from one groundwater conservation district to another.","2017-03-11 08:34:45","2017-06-16 10:12:31","TXB00053914","lower","tx","85","bill","HB 4122"
"1834","Relating to the system for protesting or appealing certain ad valorem tax determinations.","2017-03-11 08:34:57","2017-06-05 10:28:44","TXB00054722","lower","tx","85","bill","HB 3557"
"1835","Relating to the costs associated with the provision of certain investigational drugs, biological products, and devices that are in clinical trials.","2017-03-11 08:35:03","2017-06-05 10:28:13","TXB00055078","lower","tx","85","bill","HB 3236"
"1836","Commemorating the 40th anniversary of the Log Cabin Republicans.","2017-04-20 09:09:47","2017-06-05 10:28:33","TXB00056871","lower","tx","85","resolution","HR 1500"
"1837","Commending Colby Henard of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:32:42","2017-06-05 10:27:52","TXB00057145","lower","tx","85","resolution","HR 1794"
"1838","Commending Chief Kevin Hamby of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:32:57","2017-06-05 10:27:34","TXB00057157","lower","tx","85","resolution","HR 1784"
"1839","Commending Korn Wiebe of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:33:07","2017-06-05 10:28:33","TXB00057166","lower","tx","85","resolution","HR 1790"
"1840","In memory of Officer Calvin M. McCullers Jr. of the Southern Methodist University Police Department.","2017-04-29 09:33:11","2017-06-05 10:28:41","TXB00057173","lower","tx","85","resolution","HR 1834"
"1841","Recognizing May 7-13, 2017, as National Correctional Officers and Employees Week.","2017-04-29 09:33:14","2017-06-05 10:28:49","TXB00057179","lower","tx","85","resolution","HR 1779"
"1842","Commending Tino Salinas of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:33:31","2017-06-05 10:28:34","TXB00057197","lower","tx","85","resolution","HR 1786"
"1843","Commending Frank Wiebe of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:33:33","2017-06-05 10:28:22","TXB00057202","lower","tx","85","resolution","HR 1791"
"1844","Commending Braden Moore of the Wheeler Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:33:43","2017-06-05 10:27:58","TXB00057211","lower","tx","85","resolution","HR 1796"
"1845","In memory of Officer Amir Abdul-Khaliq of the Austin Police Department.","2017-04-29 09:34:20","2017-06-05 10:28:40","TXB00057232","lower","tx","85","resolution","HR 1835"
"1846","Commending Dean Hathaway of the Wheeler Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:23","2017-06-05 10:28:40","TXB00057236","lower","tx","85","resolution","HR 1793"
"1847","Commending Ronnie Ward of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:28","2017-06-05 10:28:34","TXB00057252","lower","tx","85","resolution","HR 1783"
"1848","Commending Jacen Lemons of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:36","2017-06-05 10:28:07","TXB00057258","lower","tx","85","resolution","HR 1792"
"1849","Commending Kilian Peters of the Shamrock Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:43","2017-06-05 10:28:30","TXB00057260","lower","tx","85","resolution","HR 1780"
"1850","Commending Mark Lemons of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:48","2017-06-05 10:28:11","TXB00057264","lower","tx","85","resolution","HR 1795"
"1851","Commending Carson Faulks of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:54","2017-06-05 10:28:47","TXB00057272","lower","tx","85","resolution","HR 1788"
"1852","Commending Eddie Langford of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:57","2017-06-05 10:28:25","TXB00057275","lower","tx","85","resolution","HR 1789"
"1853","Commending Matt Orr of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:34:58","2017-06-05 10:28:28","TXB00057278","lower","tx","85","resolution","HR 1785"
"1854","Commending Cris Thomas of the Shamrock Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:35:10","2017-06-05 10:28:41","TXB00057286","lower","tx","85","resolution","HR 1782"
"1855","Commending Henry Wiebe of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:35:13","2017-06-05 10:28:07","TXB00057288","lower","tx","85","resolution","HR 1787"
"1856","Commending Jonathon Hamby of the Wellington Volunteer Fire Department for his contribution to fighting the Texas Panhandle fires of March 2017.","2017-04-29 09:35:17","2017-06-05 10:28:07","TXB00057292","lower","tx","85","resolution","HR 1781"
"1857","In memory of Joseph Ray Perry of Paint Creek.","2017-05-03 09:25:03","2017-06-05 10:27:57","TXB00057351","lower","tx","85","resolution","HR 17"
"1858","Relating to the elimination of certain formula funding and dropped course restrictions for students enrolled in accelerated, affordable baccalaureate programs at public institutions of higher education.","2016-12-28 00:23:54","2017-06-05 10:28:34","TXB00048399","lower","tx","85","bill","HB 385"
"1859","Relating to a court order for health care for a child in the conservatorship of the Department of Family and Protective Services.","2017-01-20 05:35:37","2017-06-05 10:28:51","TXB00049578","lower","tx","85","bill","HB 1160"
"1860","Relating to the operation and movement of authorized emergency vehicles.","2017-01-24 05:37:27","2017-06-05 10:28:43","TXB00049793","lower","tx","85","bill","HB 1223"
"1861","Relating to the governance of public housing authorities.","2017-01-25 05:38:53","2017-06-05 10:28:12","TXB00049857","lower","tx","85","bill","HB 1239"
"1862","Relating to an exemption from civil liability for certain professionals for the disclosure of certain mental health information.","2017-02-08 06:08:44","2017-06-05 10:28:26","TXB00050784","lower","tx","85","bill","HB 1616"
"1863","Relating to the disclosure of gifts by vendors to certain local government officers and of certain relationships with local government officers; creating a criminal offense.","2017-02-28 07:06:43","2017-06-05 10:27:57","TXB00052414","lower","tx","85","bill","HB 2473"
"1864","Relating to a sales and use tax exemption for property used in master recordings and admissions to certain amusement services.","2017-03-01 07:14:46","2017-06-05 10:27:50","TXB00052735","lower","tx","85","bill","HB 2562"
"1865","Relating to vacation leave time accounts for firefighter employee organizations.","2017-03-07 07:40:14","2017-06-05 10:28:46","TXB00053411","lower","tx","85","bill","HB 3015"
"1866","Relating to the investment training requirement for certain local government officers.","2017-03-11 08:34:41","2017-06-05 10:28:12","TXB00053718","lower","tx","85","bill","HB 3082"
"1867","Relating to the designation of a portion of State Highway 31 in Navarro County as the Navarro County Vietnam Memorial Loop.","2017-03-11 08:35:03","2017-06-05 10:28:34","TXB00055085","lower","tx","85","bill","HB 4182"
"1868","Relating to appropriations of water for use in aquifer storage and recovery projects.","2017-03-11 08:35:14","2017-06-05 10:27:51","TXB00055706","lower","tx","85","bill","HB 3991"
